Locationabbr,Locationdesc,Question,Response,Sample_Size
GU,Guam,What is your annual household income?,"Less than $15,000",356
GU,Guam,What is your annual household income?,"$15,000 - 24,999",446
GU,Guam,What is your annual household income?,"$25,000 - 34,999",312
GU,Guam,What is your annual household income?,"$35,000 -  49,999",373
GU,Guam,What is your annual household income?,"$50,000+",771
GU,Guam,Have you used the internet in the past 30 days?,Yes,"1,926"
GU,Guam,Have you used the internet in the past 30 days?,No,512
GU,Guam,What is your marital status?,Married,"1,345"
GU,Guam,What is your marital status?,Divorced,191
GU,Guam,What is your marital status?,Widowed,154
GU,Guam,What is your marital status?,Separated,41
GU,Guam,What is your marital status?,Never married,626
GU,Guam,What is your marital status?,Partnered,148
GU,Guam,How many children live in your household? (variable calculated from one or more BRFSS questions),Five or more children,75
GU,Guam,How many children live in your household? (variable calculated from one or more BRFSS questions),Four children,104
GU,Guam,How many children live in your household? (variable calculated from one or more BRFSS questions),Three children,250
GU,Guam,How many children live in your household? (variable calculated from one or more BRFSS questions),Two children,419
GU,Guam,How many children live in your household? (variable calculated from one or more BRFSS questions),One child,502
GU,Guam,How many children live in your household? (variable calculated from one or more BRFSS questions),None,"1,146"
GU,Guam,What is your race/ethnicity?,White,218
GU,Guam,What is your race/ethnicity?,Black,15
GU,Guam,What is your race/ethnicity?,MultiRacial,339
GU,Guam,What is your race/ethnicity?,Other,"1,687"
GU,Guam,What is your race/ethnicity?,Hispanic,210
GU,Guam,Do you own or rent your home?,Own,"1,136"
GU,Guam,Do you own or rent your home?,Rent,832
GU,Guam,Do you own or rent your home?,Other,439
GU,Guam,Gender of respondent,Male,"1,106"
GU,Guam,Gender of respondent,Female,"1,412"
GU,Guam,Have you ever served on active duty in the United States Armed Forces?,Yes,397
GU,Guam,Have you ever served on active duty in the United States Armed Forces?,No,"2,113"
GU,Guam,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,Yes,486
GU,Guam,Was there a time in the past 12 months when you needed to see a doctor but could not because of cost?,No,"2,027"
GU,Guam,About how long has it been since you last visited a doctor for a routine checkup?,Within the past year,"1,602"
GU,Guam,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 2 years,354
GU,Guam,About how long has it been since you last visited a doctor for a routine checkup?,Within the past 5 years,218
GU,Guam,About how long has it been since you last visited a doctor for a routine checkup?,5 or more years ago,274
GU,Guam,About how long has it been since you last visited a doctor for a routine checkup?,Never,55
GU,Guam,Do you have one person you think of as your personal doctor or health care provider?,"Yes, only one","1,324"
GU,Guam,Do you have one person you think of as your personal doctor or health care provider?,More than one,573
GU,Guam,Do you have one person you think of as your personal doctor or health care provider?,No,612
GU,Guam,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),Yes,"1,731"
GU,Guam,Adults aged 18-64 who have any kind of health care coverage (variable calculated from one or more BRFSS questions),No,454
GU,Guam,Health Status (variable calculated from one or more BRFSS questions),Good or Better Health,"2,001"
GU,Guam,Health Status (variable calculated from one or more BRFSS questions),Fair or Poor Health,515
GU,Guam,How is your general health?,Excellent,385
GU,Guam,How is your general health?,Very good,625
GU,Guam,How is your general health?,Good,991
GU,Guam,How is your general health?,Fair,421
GU,Guam,How is your general health?,Poor,94
GU,Guam,Have you ever been tested for HIV?,No,"1,526"
GU,Guam,Have you ever been tested for HIV?,Yes,714
GU,Guam,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),Yes,109
GU,Guam,Adults aged 65+ who have had a flu shot within the past year (variable calculated from one or more BRFSS questions),No,172
GU,Guam,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),Yes,109
GU,Guam,Adults aged 65+ who have ever had a pneumonia vaccination (variable calculated from one or more BRFSS questions),No,149
GU,Guam,Have you ever had the shingles or zoster vaccine?,Yes,122
GU,Guam,Have you ever had the shingles or zoster vaccine?,No,721
GU,Guam,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have driven after having too much to drink,90
GU,Guam,Respondents who have reported having driven after drinking too much (variable calculated from one or more BRFSS questions),Have not driven after having too much to drink,934
GU,Guam,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Always Wears a Seatbelt,"2,061"
GU,Guam,Always wears a seat belt? (variable calculated from one or more BRFSS questions),Does Not Always Wear a Seatbelt,247
GU,Guam,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),Yes,21
GU,Guam,Adults aged 65+ who have had all their natural teeth extracted (variable calculated from one or more BRFSS questions),No,278
GU,Guam,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),Yes,"1,479"
GU,Guam,Visited the dentist or dental clinic within the past year for any reason (variable calculated from one or more BRFSS questions),No,"1,031"
GU,Guam,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),Yes,"1,387"
GU,Guam,Adults that have had any permanent teeth extracted (variable calculated from one or more BRFSS questions),No,"1,105"
GU,Guam,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Obese (BMI 30.0 - 99.8),660
GU,Guam,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Overweight (BMI 25.0-29.9),823
GU,Guam,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Normal Weight (BMI 18.5-24.9),807
GU,Guam,Weight classification by Body Mass Index (BMI) (variable calculated from one or more BRFSS questions),Underweight (BMI 12.0-18.4),62
GU,Guam,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",Yes,"1,862"
GU,Guam,"During the past month, did you participate in any physical activities? (variable calculated from one or more BRFSS questions)",No,656
GU,Guam,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),Yes,131
GU,Guam,Men aged 40+ who have had a PSA test within the past two years (variable calculated from one or more BRFSS questions),No,430
GU,Guam,Adults who are current smokers (variable calculated from one or more BRFSS questions),Yes,569
GU,Guam,Adults who are current smokers (variable calculated from one or more BRFSS questions),No,"1,801"
GU,Guam,"Do you currently use chewing tobacco, snuff, or snus?",Every day,68
GU,Guam,"Do you currently use chewing tobacco, snuff, or snus?",Some days,73
GU,Guam,"Do you currently use chewing tobacco, snuff, or snus?",Not at all,"2,226"
GU,Guam,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke everyday,371
GU,Guam,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Smoke some days,198
GU,Guam,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Former smoker,397
GU,Guam,Four Level Smoking Status (variable calculated from one or more BRFSS questions),Never smoked,"1,404"
GU,Guam,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Received a mammogram within the past 2 years,328
GU,Guam,Women aged 50-74 who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Did not receive a mammogram within the past 2 years,92
GU,Guam,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,359
GU,Guam,Women aged 50+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,114
GU,Guam,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),Yes,521
GU,Guam,Women aged 40+ who have had a mammogram within the past two years (variable calculated from one or more BRFSS questions),No,237
GU,Guam,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),Yes,763
GU,Guam,Women aged 18+ who have had a pap test within the past three years (variable calculated from one or more BRFSS questions),No,381
GU,Guam,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Received a Pap test within the past 3 years,686
GU,Guam,Women aged 21-65 who have had a pap test in the past three years (variable calculated from one or more BRFSS questions),Did not receive a Pap test within the past 3 years,269
PR,Puerto Rico,Adults who have had at least one drink of alcohol within the past 30 days,Yes,"1,467"
PR,Puerto Rico,Adults who have had at least one drink of alcohol within the past 30 days,No,"4,395"
PR,Puerto Rico,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",Yes,579
PR,Puerto Rico,"Binge drinkers (males having five or more drinks on one occasion, females having four or more drinks on one occasion) (variable calculated from one or more BRFSS questions)",No,"5,251"
PR,Puerto Rico,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),Yes,202
PR,Puerto Rico,Heavy drinkers (adult men having more than two drinks per day and adult women having more than one drink per day) (variable calculated from one or more BRFSS questions),No,"5,605"
PR,Puerto Rico,Ever told you have COPD?,No,"5,703"
PR,Puerto Rico,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),Yes,"1,990"
PR,Puerto Rico,Adults who have been told they have arthritis (variable calculated from one or more BRFSS questions),No,"3,978"
